时间,A相,B相,C相,A相.1,B相.1,C相.1,A相.2,B相.2,C相.2,A相.3,B相.3,C相.3,A相.4,B相.4,C相.4
2023-01-19 07:10:10,0.309,0.309,0.311,647.909,677.749,665.792,123.04,128.96,126.96,604.47,605.68,607.01,89.8229,89.8232,89.8216
2023-01-19 07:07:10,0.309,0.308,0.311,647.163,676.973,665.024,122.88,128.76,126.77,604.39,605.44,606.76,89.8232,89.8235,89.8218
2023-01-19 07:04:10,0.309,0.309,0.312,647.043,676.851,664.904,122.81,128.72,126.7,604.14,605.36,606.55,89.8227,89.8229,89.8212
2023-01-19 07:01:10,0.308,0.307,0.311,647.159,676.969,665.022,122.85,128.78,126.76,604.27,605.53,606.72,89.8235,89.824,89.8221
2023-01-19 06:58:10,0.308,0.306,0.311,647.913,677.745,665.792,123.11,129.04,127.03,604.83,606.06,607.34,89.8236,89.8245,89.8221
2023-01-19 06:55:10,0.303,0.302,0.306,647.532,677.338,665.394,123.08,129.03,126.99,605.05,606.37,607.51,89.8264,89.8272,89.8246
2023-01-19 06:52:10,0.308,0.307,0.312,647.039,676.823,664.884,122.94,128.9,126.89,604.81,606.24,607.47,89.8234,89.8244,89.8211
2023-01-19 06:49:10,0.307,0.305,0.311,647.931,677.749,665.798,123.24,129.17,127.13,605.43,606.66,607.82,89.824,89.825,89.8216
2023-01-19 06:46:10,0.307,0.306,0.312,647.075,676.858,664.92,122.96,128.86,126.82,604.85,605.98,607.09,89.824,89.8247,89.8214
2023-01-19 06:43:10,0.304,0.302,0.308,647.473,677.268,665.324,123.1,129.01,126.97,605.17,606.34,607.46,89.826,89.8269,89.8236
2023-01-19 06:40:10,0.304,0.303,0.309,647.438,677.233,665.289,123.1,129.02,126.98,605.23,606.42,607.52,89.8256,89.8264,89.8229
2023-01-19 06:37:10,0.301,0.3,0.306,647.453,677.246,665.302,123.13,129.0,126.98,605.36,606.32,607.53,89.8273,89.8282,89.8246
2023-01-19 06:34:10,0.308,0.306,0.312,647.047,676.829,664.888,122.97,128.87,126.84,604.96,606.08,607.22,89.8237,89.8246,89.821
