时间,A相,B相,C相,A相.1,B相.1,C相.1,A相.2,B相.2,C相.2,A相.3,B相.3,C相.3,A相.4,B相.4,C相.4
2023-01-24 23:58:22,0.317,0.329,0.335,646.845,675.878,664.61,123.09,128.85,126.96,605.74,606.83,608.08,89.8181,89.8113,89.8079
2023-01-24 23:55:22,0.317,0.328,0.334,646.301,675.309,664.051,122.92,128.67,126.79,605.41,606.49,607.75,89.8186,89.8119,89.8085
2023-01-24 23:52:22,0.318,0.33,0.336,646.409,675.423,664.164,122.9,128.68,126.79,605.21,606.42,607.66,89.8177,89.8109,89.8076
2023-01-24 23:49:21,0.319,0.331,0.337,646.768,675.801,664.533,122.94,128.72,126.83,605.06,606.31,607.5,89.8174,89.8105,89.8072
2023-01-24 23:46:22,0.319,0.33,0.336,646.469,675.491,664.229,122.87,128.63,126.73,605.01,606.12,607.32,89.8174,89.8107,89.8074
2023-01-24 23:43:21,0.326,0.338,0.344,646.312,675.325,664.067,122.79,128.58,126.69,604.75,606.03,607.28,89.8131,89.8064,89.8031
2023-01-24 23:40:21,0.318,0.33,0.335,646.871,675.91,664.641,122.98,128.75,126.85,605.15,606.31,607.51,89.818,89.8111,89.808
2023-01-24 23:37:21,0.318,0.329,0.335,646.949,675.995,664.725,122.9,128.68,126.81,604.69,605.92,607.22,89.8181,89.8115,89.8082
2023-01-24 23:34:21,0.318,0.329,0.336,647.038,676.082,664.81,122.96,128.72,126.83,604.9,606.02,607.27,89.8179,89.8113,89.8078
2023-01-24 23:31:21,0.318,0.33,0.335,646.805,675.844,664.576,122.89,128.66,126.79,604.75,605.95,607.27,89.8178,89.8112,89.808
2023-01-24 23:28:21,0.318,0.33,0.336,647.026,676.074,664.802,122.93,128.69,126.83,604.77,605.92,607.25,89.8179,89.8111,89.8078
2023-01-24 23:25:21,0.318,0.33,0.335,647.036,676.087,664.813,122.95,128.71,126.83,604.84,605.98,607.26,89.8179,89.8111,89.8078
2023-01-24 23:22:21,0.318,0.33,0.335,647.032,676.081,664.805,122.94,128.66,126.79,604.83,605.75,607.09,89.818,89.8112,89.8078
2023-01-24 23:19:21,0.317,0.328,0.334,646.22,675.234,663.974,122.7,128.42,126.55,604.37,605.38,606.69,89.8184,89.8119,89.8087
2023-01-24 23:16:21,0.317,0.329,0.335,647.007,676.054,664.78,122.93,128.67,126.76,604.8,605.83,606.97,89.8182,89.8113,89.8082
2023-01-24 23:13:21,0.319,0.331,0.336,646.329,675.35,664.087,122.71,128.45,126.57,604.34,605.4,606.65,89.8172,89.8105,89.8074
2023-01-24 23:10:21,0.313,0.325,0.33,646.528,675.56,664.293,122.73,128.47,126.59,604.22,605.33,606.58,89.8206,89.8138,89.8109
2023-01-24 23:07:21,0.318,0.33,0.335,646.915,675.963,664.689,122.86,128.6,126.75,604.51,605.56,607.01,89.8178,89.8107,89.8078
2023-01-24 23:04:21,0.318,0.33,0.335,647.006,676.062,664.786,122.82,128.59,126.72,604.25,605.45,606.75,89.8181,89.811,89.8081
2023-01-24 23:01:21,0.316,0.329,0.334,646.994,676.047,664.772,122.86,128.62,126.75,604.44,605.61,606.92,89.8188,89.8117,89.8087
2023-01-24 22:58:21,0.317,0.329,0.334,647.015,676.068,664.791,122.85,128.58,126.72,604.38,605.41,606.76,89.8186,89.8116,89.8084
2023-01-24 22:55:21,0.312,0.324,0.329,646.549,675.585,664.315,122.69,128.42,126.54,604.04,605.08,606.33,89.8213,89.8142,89.8112
2023-01-24 22:52:21,0.315,0.327,0.333,646.42,675.452,664.185,122.78,128.51,126.64,604.59,605.6,606.93,89.8193,89.8124,89.8093
2023-01-24 22:49:21,0.316,0.328,0.334,646.196,675.214,663.952,122.68,128.42,126.56,604.31,605.42,606.75,89.8187,89.8118,89.8085
2023-01-24 22:46:21,0.316,0.328,0.334,646.7,675.742,664.473,122.91,128.68,126.79,604.95,606.13,607.37,89.8187,89.8118,89.8087
2023-01-24 22:43:21,0.317,0.329,0.334,647.044,676.104,664.827,123.01,128.77,126.89,605.15,606.23,607.51,89.8185,89.8115,89.8084
2023-01-24 22:40:21,0.317,0.329,0.334,647.031,676.089,664.812,122.99,128.75,126.85,605.05,606.16,607.37,89.8185,89.8116,89.8085
2023-01-24 22:37:21,0.315,0.327,0.332,646.731,675.775,664.503,122.92,128.67,126.76,604.98,606.06,607.22,89.8196,89.8129,89.8096
2023-01-24 22:34:21,0.322,0.333,0.339,646.158,675.178,663.917,122.8,128.52,126.63,604.95,605.89,607.14,89.8157,89.8091,89.8059
2023-01-24 22:31:21,0.317,0.33,0.334,647.04,676.101,664.825,123.07,128.83,126.95,605.43,606.55,607.82,89.8183,89.8111,89.8084
2023-01-24 22:28:21,0.314,0.326,0.331,646.309,675.338,664.075,122.92,128.67,126.78,605.38,606.45,607.69,89.8199,89.813,89.8101
2023-01-24 22:25:21,0.319,0.331,0.336,646.285,675.316,664.052,122.91,128.65,126.72,605.34,606.37,607.41,89.8173,89.8103,89.8075
2023-01-24 22:22:21,0.318,0.33,0.334,646.774,675.826,664.553,123.04,128.79,126.9,605.53,606.59,607.82,89.818,89.811,89.8084
2023-01-24 22:19:21,0.317,0.329,0.333,646.749,675.804,664.531,123.02,128.76,126.86,605.49,606.48,607.67,89.8186,89.8115,89.8089
2023-01-24 22:16:21,0.313,0.326,0.33,646.466,675.506,664.239,122.92,128.68,126.77,605.22,606.37,607.49,89.8205,89.8134,89.8107
2023-01-24 22:13:21,0.316,0.329,0.333,646.271,675.309,664.041,122.86,128.62,126.73,605.13,606.25,607.46,89.8189,89.8117,89.8091
2023-01-24 22:10:21,0.313,0.326,0.33,646.36,675.405,664.134,122.86,128.61,126.7,605.03,606.12,607.25,89.8207,89.8133,89.811
2023-01-24 22:07:21,0.317,0.33,0.334,646.997,676.066,664.788,123.08,128.84,126.91,605.55,606.64,607.68,89.8186,89.8112,89.8089
2023-01-24 22:04:21,0.316,0.328,0.333,646.218,675.246,663.984,122.9,128.55,126.69,605.36,605.98,607.34,89.8189,89.812,89.8091
2023-01-24 22:01:21,0.318,0.33,0.335,646.792,675.851,664.577,123.09,128.76,126.92,605.76,606.43,607.89,89.8179,89.8107,89.8083
2023-01-24 21:58:21,0.318,0.331,0.335,646.261,675.305,664.037,122.9,128.64,126.74,605.36,606.37,607.54,89.8176,89.8101,89.8083
2023-01-24 21:55:21,0.316,0.329,0.331,646.436,675.494,664.221,122.89,128.65,126.72,605.11,606.23,607.28,89.8192,89.8115,89.8101
2023-01-24 21:52:21,0.315,0.328,0.331,646.349,675.405,664.132,122.87,128.61,126.7,605.09,606.13,607.25,89.8194,89.8118,89.8102
2023-01-24 21:49:21,0.318,0.332,0.334,647.014,676.104,664.818,123.05,128.81,126.88,605.38,606.42,607.49,89.8181,89.81,89.8089
2023-01-24 21:46:21,0.318,0.332,0.334,646.109,675.16,663.889,122.77,128.52,126.62,604.85,605.94,607.1,89.8179,89.8101,89.8088
2023-01-24 21:43:21,0.319,0.333,0.334,646.909,675.999,664.711,122.98,128.73,126.81,605.1,606.14,607.27,89.8174,89.8092,89.8085
2023-01-24 21:40:21,0.319,0.333,0.334,646.812,675.902,664.615,122.91,128.62,126.73,604.86,605.75,606.95,89.8175,89.8093,89.8087
2023-01-24 21:37:21,0.319,0.329,0.333,646.922,675.984,664.722,123.12,128.87,127.0,605.82,606.83,608.14,89.8173,89.8113,89.8095
2023-01-24 21:34:21,0.32,0.33,0.333,646.614,675.664,664.406,123.06,128.8,126.9,605.8,606.78,607.96,89.8169,89.8109,89.8093
2023-01-24 21:31:21,0.321,0.332,0.335,646.657,675.72,664.456,123.0,128.76,126.83,605.47,606.54,607.57,89.8159,89.8095,89.8083
2023-01-24 21:28:21,0.321,0.332,0.334,646.795,675.866,664.597,122.99,128.74,126.87,605.26,606.3,607.66,89.816,89.8098,89.8086
2023-01-24 21:25:21,0.321,0.332,0.334,646.834,675.908,664.639,123.05,128.8,126.9,605.51,606.55,607.74,89.8163,89.8097,89.8088
2023-01-24 21:22:21,0.32,0.332,0.333,646.974,676.055,664.782,123.07,128.82,126.89,605.49,606.53,607.57,89.8164,89.8098,89.8091
2023-01-24 21:19:21,0.32,0.331,0.332,646.776,675.852,664.583,123.02,128.78,126.86,605.43,606.51,607.6,89.8167,89.8101,89.8096
2023-01-24 21:16:21,0.318,0.329,0.33,646.409,675.467,664.202,122.9,128.64,126.73,605.21,606.22,607.35,89.8177,89.8115,89.8107
2023-01-24 21:13:21,0.322,0.333,0.334,646.159,675.208,663.946,122.84,128.6,126.69,605.13,606.26,607.39,89.8154,89.8091,89.8085
2023-01-24 21:10:21,0.319,0.331,0.332,646.661,675.735,664.461,122.95,128.68,126.79,605.22,606.14,607.39,89.817,89.8104,89.81
2023-01-24 21:07:21,0.32,0.332,0.332,646.246,675.309,664.041,122.84,128.59,126.69,605.07,606.09,607.31,89.8168,89.8099,89.81
2023-01-24 21:04:21,0.321,0.333,0.333,646.943,676.037,664.755,123.0,128.78,126.87,605.19,606.34,607.52,89.8161,89.8092,89.8092
2023-01-24 21:01:21,0.322,0.334,0.334,646.297,675.363,664.092,122.81,128.6,126.68,604.88,606.11,607.2,89.8152,89.8085,89.8084
2023-01-24 20:58:21,0.322,0.334,0.334,646.149,675.211,663.942,122.77,128.55,126.63,604.79,606.02,607.08,89.8154,89.8088,89.8087
2023-01-24 20:55:21,0.321,0.333,0.333,646.119,675.184,663.912,122.75,128.5,126.63,604.71,605.8,607.13,89.8159,89.8093,89.8092
2023-01-24 20:52:21,0.322,0.334,0.334,646.792,675.884,664.601,122.96,128.73,126.83,605.12,606.28,607.46,89.8155,89.8087,89.8087
2023-01-24 20:49:21,0.32,0.332,0.332,646.231,675.303,664.027,122.8,128.56,126.63,604.87,606.0,607.02,89.8165,89.8097,89.81
2023-01-24 20:46:21,0.323,0.335,0.334,646.116,675.186,663.912,122.76,128.49,126.59,604.76,605.76,606.93,89.8149,89.8082,89.8084
2023-01-24 20:43:21,0.318,0.33,0.329,646.529,675.62,664.333,122.81,128.55,126.68,604.63,605.65,606.97,89.8181,89.811,89.8115
2023-01-24 20:40:21,0.322,0.334,0.333,646.106,675.179,663.897,122.69,128.4,126.51,604.43,605.33,606.54,89.8156,89.8084,89.809
2023-01-24 20:37:21,0.322,0.335,0.333,646.086,675.158,663.876,122.64,128.35,126.47,604.2,605.13,606.38,89.8154,89.8083,89.8091
2023-01-24 20:34:21,0.322,0.334,0.333,646.124,675.195,663.912,122.62,128.33,126.43,604.09,604.99,606.16,89.8153,89.8085,89.809
2023-01-24 20:31:21,0.322,0.334,0.333,646.065,675.134,663.853,122.67,128.44,126.55,604.4,605.55,606.8,89.8157,89.8084,89.8092
2023-01-24 20:28:21,0.322,0.335,0.334,646.532,675.623,664.331,122.77,128.51,126.62,604.42,605.43,606.7,89.8154,89.8078,89.8087
2023-01-24 20:25:21,0.321,0.334,0.334,646.591,675.68,664.385,122.84,128.61,126.68,604.75,605.87,606.92,89.8158,89.8084,89.8088
2023-01-24 20:22:21,0.321,0.334,0.333,646.089,675.158,663.869,122.87,128.61,126.75,605.32,606.36,607.72,89.8162,89.8085,89.809
2023-01-24 20:19:21,0.321,0.335,0.334,646.079,675.149,663.858,122.78,128.56,126.66,604.91,606.11,607.32,89.8159,89.8081,89.8085
2023-01-24 20:16:21,0.32,0.335,0.333,646.115,675.197,663.901,122.74,128.51,126.6,604.66,605.82,606.99,89.8164,89.8083,89.8093
2023-01-24 20:13:21,0.321,0.335,0.333,646.08,675.168,663.87,122.7,128.5,126.62,604.51,605.81,607.13,89.8162,89.808,89.8092
2023-01-24 20:10:21,0.321,0.336,0.334,646.046,675.133,663.833,122.72,128.48,126.63,604.65,605.76,607.2,89.8158,89.8076,89.8089
2023-01-24 20:07:21,0.322,0.336,0.334,646.047,675.138,663.836,122.69,128.45,126.57,604.51,605.59,606.92,89.8155,89.8073,89.8087
2023-01-24 20:04:21,0.322,0.336,0.334,646.048,675.141,663.837,122.7,128.45,126.56,604.57,605.62,606.84,89.8157,89.8074,89.8088
2023-01-24 20:01:21,0.322,0.336,0.334,646.033,675.128,663.824,122.68,128.39,126.53,604.46,605.34,606.7,89.8156,89.8072,89.8088
2023-01-24 19:58:21,0.322,0.337,0.333,646.055,675.159,663.851,122.64,128.39,126.55,604.25,605.3,606.77,89.8155,89.8069,89.809
2023-01-24 19:55:21,0.319,0.334,0.331,646.575,675.703,664.385,122.83,128.58,126.72,604.71,605.71,607.14,89.817,89.8085,89.8104
2023-01-24 19:52:21,0.324,0.339,0.336,646.649,675.772,664.452,122.69,128.46,126.55,603.94,605.08,606.25,89.8144,89.806,89.8077
2023-01-24 19:49:21,0.322,0.336,0.334,646.057,675.152,663.844,122.6,128.37,126.5,604.05,605.24,606.57,89.8157,89.8073,89.8087
2023-01-24 19:46:21,0.323,0.338,0.334,646.488,675.611,664.293,122.68,128.46,126.6,604.04,605.25,606.63,89.8152,89.8065,89.8086
2023-01-24 19:43:21,0.322,0.337,0.334,646.138,675.242,663.928,122.57,128.34,126.49,603.8,605.01,606.45,89.8156,89.8072,89.8087
