时间,A相,B相,C相,A相.1,B相.1,C相.1,A相.2,B相.2,C相.2,A相.3,B相.3,C相.3,A相.4,B相.4,C相.4
2023-01-27 02:22:26,0.315,0.325,0.33,646.885,676.236,664.65,122.93,128.73,126.81,604.87,605.93,607.29,89.8194,89.8139,89.8109
2023-01-27 02:19:26,0.314,0.324,0.328,647.092,676.457,664.865,122.97,128.8,126.87,604.91,606.07,607.42,89.8202,89.8144,89.8118
2023-01-27 02:16:26,0.315,0.325,0.33,647.186,676.554,664.959,122.98,128.81,126.89,604.88,606.05,607.42,89.8195,89.8137,89.8111
2023-01-27 02:13:26,0.315,0.324,0.329,646.422,675.757,664.177,122.79,128.59,126.67,604.63,605.7,607.05,89.8196,89.8142,89.8114
2023-01-27 02:10:26,0.315,0.324,0.33,647.208,676.573,664.978,123.08,128.9,126.97,605.31,606.46,607.79,89.8197,89.8143,89.8111
2023-01-27 02:07:26,0.315,0.324,0.33,647.022,676.377,664.785,123.02,128.82,126.89,605.2,606.26,607.55,89.8195,89.8141,89.8111
2023-01-27 02:04:26,0.315,0.325,0.33,647.172,676.533,664.938,123.01,128.82,126.88,605.02,606.09,607.39,89.8194,89.8139,89.8107
2023-01-27 02:01:26,0.31,0.32,0.325,646.779,676.128,664.536,122.88,128.68,126.76,604.77,605.82,607.17,89.8222,89.8166,89.8137
2023-01-27 01:58:26,0.317,0.327,0.332,646.946,676.3,664.706,122.91,128.72,126.79,604.77,605.83,607.15,89.8183,89.8128,89.8098
2023-01-27 01:55:26,0.315,0.325,0.33,646.337,675.668,664.084,122.79,128.59,126.67,604.73,605.78,607.17,89.8196,89.8139,89.8112
2023-01-27 01:52:26,0.316,0.326,0.331,647.134,676.502,664.899,122.95,128.73,126.8,604.74,605.73,607.05,89.8189,89.8131,89.8103
2023-01-27 01:49:26,0.314,0.323,0.329,646.615,675.958,664.364,122.78,128.62,126.69,604.43,605.67,606.99,89.8202,89.8147,89.8116
