时间,A相,B相,C相,A相.1,B相.1,C相.1,A相.2,B相.2,C相.2,A相.3,B相.3,C相.3,A相.4,B相.4,C相.4
2023-01-20 11:58:12,0.301,0.298,0.303,647.972,677.645,665.898,122.97,128.83,126.83,604.08,605.17,606.28,89.8275,89.8293,89.8263
2023-01-20 11:55:12,0.297,0.292,0.299,647.625,677.271,665.535,122.91,128.77,126.78,604.13,605.22,606.38,89.8301,89.8325,89.8287
2023-01-20 11:52:12,0.298,0.294,0.3,647.307,676.945,665.212,122.91,128.74,126.76,604.41,605.35,606.54,89.8292,89.8317,89.8281
2023-01-20 11:49:12,0.3,0.296,0.302,647.149,676.776,665.048,122.87,128.73,126.73,604.34,605.46,606.54,89.828,89.8304,89.8267
2023-01-20 11:46:12,0.316,0.312,0.318,647.256,676.889,665.16,122.79,128.67,126.63,603.84,605.07,606.0,89.8189,89.8214,89.8178
2023-01-20 11:43:12,0.303,0.3,0.305,647.769,677.438,665.697,123.01,128.92,126.92,604.49,605.74,606.88,89.8261,89.8282,89.8254
2023-01-20 11:40:12,0.302,0.297,0.303,647.922,677.599,665.856,123.07,128.99,127.0,604.62,605.92,607.13,89.8272,89.8296,89.8266
2023-01-20 11:37:12,0.302,0.298,0.302,647.295,676.946,665.211,122.88,128.76,126.77,604.25,605.43,606.59,89.8271,89.8294,89.8267
2023-01-20 11:34:12,0.308,0.304,0.308,647.107,676.753,665.019,122.74,128.55,126.57,603.76,604.62,605.82,89.8236,89.8259,89.8236
2023-01-20 11:31:12,0.304,0.301,0.304,647.938,677.619,665.874,123.14,128.98,126.95,604.93,605.89,606.88,89.8256,89.8278,89.8256
2023-01-20 11:28:12,0.306,0.301,0.306,647.748,677.416,665.675,123.04,128.9,126.91,604.65,605.69,606.87,89.8249,89.8273,89.8249
2023-01-20 11:25:12,0.302,0.297,0.301,647.255,676.9,665.168,122.97,128.85,126.86,604.73,605.91,607.07,89.8272,89.8296,89.8274
2023-01-20 11:22:12,0.304,0.299,0.303,647.707,677.368,665.629,123.01,128.88,126.89,604.51,605.62,606.79,89.826,89.8286,89.8261
2023-01-20 11:19:12,0.307,0.303,0.307,647.434,677.084,665.351,122.98,128.83,126.78,604.63,605.64,606.55,89.8241,89.8265,89.8242
2023-01-20 11:16:12,0.304,0.3,0.304,647.073,676.704,664.976,122.9,128.76,126.75,604.56,605.66,606.73,89.8258,89.8283,89.8259
2023-01-20 11:13:12,0.303,0.299,0.303,647.919,677.589,665.848,123.18,129.0,127.05,605.16,606.01,607.34,89.8261,89.8286,89.8262
2023-01-20 11:10:12,0.306,0.302,0.306,647.122,676.762,665.033,122.86,128.78,126.81,604.31,605.69,606.97,89.8248,89.8271,89.8247
2023-01-20 11:07:12,0.307,0.303,0.308,647.496,677.148,665.416,122.96,128.82,126.81,604.47,605.55,606.59,89.8241,89.8261,89.8237
2023-01-20 11:04:12,0.307,0.303,0.308,647.207,676.845,665.116,122.84,128.7,126.72,604.14,605.26,606.44,89.8242,89.8262,89.8236
2023-01-20 11:01:12,0.303,0.3,0.304,647.843,677.513,665.775,122.95,128.8,126.88,604.08,605.14,606.61,89.8262,89.8281,89.8256
