时间,A相,B相,C相,A相.1,B相.1,C相.1,A相.2,B相.2,C相.2,A相.3,B相.3,C相.3,A相.4,B相.4,C相.4
2023-01-12 02:21:54,0.315,0.306,0.302,647.855,677.806,665.839,123.59,129.51,127.54,607.22,608.2,609.72,89.8192,89.8249,89.8269
2023-01-12 02:18:54,0.316,0.305,0.302,648.047,678.003,666.031,123.59,129.53,127.57,607.04,608.12,609.66,89.8192,89.8252,89.8272
2023-01-12 02:15:54,0.32,0.307,0.305,648.225,678.174,666.207,123.63,129.56,127.58,607.08,608.12,609.58,89.8167,89.8239,89.825
2023-01-12 02:12:54,0.315,0.302,0.301,648.664,678.634,666.666,123.84,129.79,127.82,607.7,608.76,610.28,89.8198,89.8268,89.8276
2023-01-12 02:09:54,0.315,0.302,0.301,648.251,678.203,666.244,123.73,129.66,127.71,607.54,608.55,610.14,89.8198,89.8268,89.8275
2023-01-12 02:06:54,0.314,0.302,0.301,648.649,678.631,666.659,123.68,129.62,127.67,606.95,608.0,609.57,89.8202,89.8268,89.8278
2023-01-12 02:03:54,0.314,0.302,0.301,648.433,678.401,666.436,123.61,129.54,127.58,606.81,607.81,609.35,89.8202,89.827,89.8278
2023-01-12 02:00:54,0.314,0.303,0.301,648.481,678.46,666.492,123.61,129.53,127.58,606.73,607.7,609.3,89.8202,89.8266,89.8274
2023-01-12 01:57:54,0.309,0.297,0.296,648.185,678.137,666.177,123.5,129.42,127.47,606.49,607.49,609.08,89.8227,89.8299,89.8303
2023-01-12 01:54:54,0.314,0.301,0.3,648.6,678.577,666.611,123.61,129.54,127.58,606.61,607.67,609.21,89.8203,89.8273,89.8279
2023-01-12 01:51:54,0.311,0.3,0.298,648.079,678.036,666.078,123.51,129.42,127.46,606.61,607.57,609.11,89.8218,89.8284,89.8291
2023-01-12 01:48:54,0.315,0.304,0.302,648.077,678.036,666.079,123.43,129.35,127.39,606.24,607.24,608.78,89.8197,89.8261,89.8268
2023-01-12 01:45:54,0.313,0.302,0.3,648.401,678.374,666.416,123.58,129.49,127.55,606.67,607.6,609.22,89.8207,89.8272,89.8279
2023-01-12 01:42:54,0.312,0.301,0.299,648.578,678.566,666.599,123.61,129.53,127.58,606.65,607.61,609.22,89.8214,89.8275,89.8288
2023-01-12 01:39:54,0.313,0.302,0.3,648.384,678.368,666.4,123.51,129.44,127.49,606.34,607.35,608.96,89.8206,89.8269,89.8281
2023-01-12 01:36:54,0.313,0.303,0.301,648.604,678.604,666.631,123.6,129.52,127.59,606.59,607.54,609.22,89.8205,89.8263,89.8278
2023-01-12 01:33:54,0.32,0.31,0.308,647.842,677.812,665.85,123.36,129.28,127.34,606.11,607.12,608.76,89.8167,89.8222,89.8236
2023-01-12 01:30:54,0.311,0.302,0.3,648.393,678.39,666.425,123.55,129.49,127.54,606.55,607.58,609.16,89.8216,89.8267,89.8281
2023-01-12 01:27:54,0.31,0.302,0.299,648.428,678.424,666.457,123.54,129.47,127.53,606.46,607.45,609.09,89.8222,89.8272,89.8287
