时间,A相,B相,C相,A相.1,B相.1,C相.1,A相.2,B相.2,C相.2,A相.3,B相.3,C相.3,A相.4,B相.4,C相.4
2023-01-11 19:09:54,0.271,0.311,0.289,647.695,677.587,665.956,123.4,129.38,127.4,606.44,607.79,608.92,89.8445,89.8217,89.8346
2023-01-11 19:06:54,0.271,0.311,0.288,648.462,678.389,666.745,123.53,129.52,127.55,606.36,607.72,608.93,89.8448,89.8221,89.8347
2023-01-11 19:03:54,0.269,0.308,0.286,648.096,678.004,666.367,123.5,129.47,127.52,606.58,607.82,609.14,89.8462,89.8234,89.8361
2023-01-11 19:00:54,0.275,0.315,0.293,647.632,677.526,665.893,123.35,129.31,127.39,606.26,607.54,608.93,89.8423,89.8193,89.8324
2023-01-11 18:57:54,0.271,0.311,0.288,648.151,678.067,666.426,123.47,129.39,127.47,606.34,607.4,608.85,89.8446,89.8216,89.8348
2023-01-11 18:54:54,0.272,0.312,0.289,647.651,677.547,665.911,123.23,129.23,127.25,605.66,607.1,608.27,89.8442,89.8211,89.8343
2023-01-11 18:51:54,0.268,0.308,0.286,647.852,677.746,666.113,123.38,129.37,127.42,606.22,607.6,608.91,89.8466,89.8237,89.8363
2023-01-11 18:48:54,0.271,0.311,0.289,648.265,678.178,666.539,123.49,129.5,127.57,606.37,607.84,609.23,89.8447,89.8218,89.8346
2023-01-11 18:45:54,0.281,0.321,0.299,647.719,677.61,665.975,123.31,129.29,127.36,606.0,607.35,608.74,89.8388,89.8161,89.8287
2023-01-11 18:42:54,0.271,0.312,0.289,648.474,678.403,666.756,123.49,129.44,127.51,606.14,607.35,608.74,89.8448,89.8215,89.8345
2023-01-11 18:39:54,0.271,0.31,0.289,648.475,678.394,666.752,123.57,129.5,127.55,606.57,607.64,608.92,89.8449,89.8221,89.8347
2023-01-11 18:36:54,0.271,0.311,0.289,648.406,678.322,666.683,123.55,129.46,127.51,606.53,607.52,608.79,89.8449,89.822,89.8345
