时间,A相,B相,C相,A相.1,B相.1,C相.1,A相.2,B相.2,C相.2,A相.3,B相.3,C相.3,A相.4,B相.4,C相.4
2023-01-21 02:22:13,0.301,0.296,0.308,647.433,677.023,665.353,123.22,129.09,127.12,605.81,606.91,608.14,89.8276,89.8304,89.8234
2023-01-21 02:19:13,0.313,0.309,0.32,646.921,676.492,664.83,123.17,129.02,127.06,606.07,607.08,608.36,89.8206,89.823,89.8164
2023-01-21 02:16:13,0.307,0.302,0.314,647.589,677.192,665.517,123.3,129.15,127.2,606.06,607.05,608.4,89.8242,89.8268,89.8201
2023-01-21 02:13:13,0.306,0.301,0.313,647.368,676.954,665.286,123.26,129.12,127.15,606.05,607.15,608.38,89.8248,89.8275,89.8206
2023-01-21 02:10:13,0.302,0.297,0.309,647.273,676.862,665.193,123.22,129.06,127.09,605.97,606.93,608.17,89.8271,89.8298,89.8229
2023-01-21 02:07:13,0.312,0.307,0.319,647.143,676.73,665.064,123.21,129.08,127.11,606.05,607.16,608.37,89.8212,89.8238,89.817
2023-01-21 02:04:13,0.306,0.301,0.313,647.761,677.375,665.698,123.32,129.2,127.24,606.0,607.11,608.42,89.8247,89.8275,89.8206
2023-01-21 02:01:13,0.3,0.295,0.307,647.436,677.036,665.366,123.23,129.1,127.13,605.86,606.96,608.2,89.8282,89.8311,89.8242
2023-01-21 01:58:13,0.305,0.3,0.312,647.031,676.616,664.953,123.14,128.99,127.06,605.8,606.84,608.22,89.8251,89.8281,89.8211
2023-01-21 01:55:13,0.307,0.301,0.314,647.534,677.143,665.471,123.31,129.16,127.22,606.14,607.14,608.5,89.8243,89.8275,89.8204
2023-01-21 01:52:13,0.305,0.299,0.312,646.995,676.582,664.921,123.14,128.98,127.03,605.84,606.83,608.13,89.8253,89.8286,89.8215
2023-01-21 01:49:13,0.301,0.296,0.309,647.208,676.801,665.137,123.2,129.07,127.1,605.95,607.03,608.23,89.8274,89.8304,89.8232
2023-01-21 01:46:13,0.307,0.302,0.314,647.757,677.385,665.707,123.32,129.17,127.18,605.98,606.96,608.12,89.8244,89.8268,89.8203
2023-01-21 01:43:13,0.305,0.3,0.313,647.205,676.8,665.135,123.2,129.05,127.07,605.92,606.94,608.09,89.8251,89.8281,89.8209
2023-01-21 01:40:13,0.307,0.302,0.315,647.452,677.058,665.389,123.19,129.04,127.06,605.66,606.65,607.84,89.824,89.8269,89.8198
2023-01-21 01:37:13,0.302,0.297,0.309,647.291,676.891,665.225,123.22,129.1,127.12,605.95,607.1,608.25,89.827,89.8301,89.8228
2023-01-21 01:34:13,0.306,0.301,0.313,647.781,677.406,665.73,123.38,129.24,127.24,606.27,607.31,608.4,89.8249,89.8276,89.8206
2023-01-21 01:31:13,0.306,0.301,0.313,647.663,677.29,665.613,123.31,129.19,127.23,606.06,607.17,608.42,89.8249,89.8274,89.8209
2023-01-21 01:28:13,0.307,0.302,0.314,647.587,677.206,665.533,123.27,129.12,127.14,605.91,606.9,608.1,89.8243,89.827,89.8203
2023-01-21 01:25:13,0.307,0.302,0.313,647.654,677.282,665.605,123.28,129.12,127.14,605.88,606.82,608.03,89.8244,89.827,89.8204
