时间,A相,B相,C相,A相.1,B相.1,C相.1,A相.2,B相.2,C相.2,A相.3,B相.3,C相.3,A相.4,B相.4,C相.4
2023-01-02 04:45:32,0.309,0.305,0.307,648.101,677.95,666.134,124.01,129.89,127.9,609.09,609.86,611.17,89.823,89.8251,89.8243
2023-01-02 04:42:32,0.308,0.304,0.307,648.122,677.962,666.148,124.12,129.99,127.98,609.6,610.29,611.55,89.8235,89.8258,89.8244
2023-01-02 04:39:32,0.31,0.306,0.309,647.337,677.14,665.341,123.88,129.74,127.76,609.15,609.87,611.21,89.8223,89.8247,89.8231
2023-01-02 04:36:32,0.308,0.303,0.306,647.309,677.113,665.312,123.92,129.77,127.79,609.36,610.07,611.39,89.8235,89.8263,89.8246
2023-01-02 04:33:32,0.308,0.303,0.306,647.327,677.133,665.332,123.93,129.81,127.82,609.42,610.22,611.52,89.8236,89.8262,89.8246
2023-01-02 04:30:32,0.309,0.305,0.307,647.296,677.098,665.298,123.92,129.78,127.79,609.37,610.12,611.42,89.8228,89.8255,89.824
2023-01-02 04:27:32,0.309,0.305,0.307,647.825,677.656,665.844,124.06,129.93,127.95,609.58,610.33,611.66,89.8227,89.8254,89.824
2023-01-02 04:24:32,0.309,0.305,0.307,647.725,677.548,665.737,124.02,129.88,127.89,609.47,610.19,611.49,89.8227,89.8255,89.824
2023-01-02 04:21:32,0.306,0.301,0.303,647.593,677.416,665.606,124.02,129.9,127.89,609.58,610.37,611.61,89.825,89.8276,89.8265
2023-01-02 04:18:32,0.308,0.304,0.305,647.901,677.736,665.92,124.13,130.01,128.02,609.85,610.63,611.95,89.8235,89.8261,89.825
2023-01-02 04:15:32,0.309,0.305,0.306,648.079,677.922,666.101,124.24,130.1,128.11,610.2,610.85,612.19,89.823,89.8255,89.8244
2023-01-02 04:12:32,0.309,0.304,0.306,648.141,677.987,666.163,124.22,130.08,128.09,610.07,610.74,612.03,89.8232,89.8259,89.8247
2023-01-02 04:09:32,0.308,0.302,0.305,647.335,677.138,665.33,124.0,129.84,127.86,609.75,610.36,611.7,89.8237,89.8267,89.8252
2023-01-02 04:06:32,0.305,0.3,0.303,647.57,677.385,665.572,124.05,129.93,127.91,609.77,610.53,611.73,89.8252,89.8282,89.8267
2023-01-02 04:03:32,0.306,0.301,0.303,647.523,677.341,665.525,124.03,129.88,127.88,609.68,610.36,611.65,89.8249,89.8278,89.8263
2023-01-02 04:00:32,0.303,0.298,0.301,647.647,677.471,665.652,124.07,129.95,127.95,609.8,610.56,611.84,89.8264,89.8292,89.8278
2023-01-02 03:57:32,0.31,0.306,0.308,647.782,677.615,665.793,124.11,129.98,127.99,609.87,610.57,611.91,89.8223,89.8247,89.8237
2023-01-02 03:54:32,0.308,0.305,0.306,647.35,677.168,665.351,123.99,129.86,127.86,609.69,610.41,611.68,89.8234,89.8255,89.8246
2023-01-02 03:51:32,0.309,0.305,0.307,647.335,677.15,665.332,124.02,129.9,127.89,609.86,610.64,611.86,89.8231,89.8253,89.8241
2023-01-02 03:48:32,0.309,0.306,0.307,648.135,677.991,666.156,124.24,130.11,128.11,610.14,610.84,612.14,89.823,89.8249,89.824
2023-01-02 03:45:32,0.309,0.305,0.307,647.948,677.794,665.962,124.18,130.09,128.08,610.05,610.93,612.18,89.8231,89.825,89.8239
2023-01-02 03:42:32,0.308,0.305,0.307,648.124,677.98,666.143,124.25,130.14,128.12,610.23,611.02,612.22,89.8233,89.8251,89.824
2023-01-02 03:39:32,0.309,0.306,0.308,647.825,677.669,665.835,124.12,130.02,128.01,609.88,610.71,611.97,89.8227,89.8248,89.8235
2023-01-02 03:36:32,0.307,0.303,0.305,647.743,677.582,665.751,124.16,130.04,128.03,610.13,610.89,612.16,89.8244,89.8265,89.8251
2023-01-02 03:33:32,0.309,0.305,0.308,648.105,677.961,666.121,124.21,130.08,128.08,610.02,610.76,612.06,89.823,89.825,89.8236
2023-01-02 03:30:32,0.309,0.306,0.307,647.661,677.502,665.669,124.06,129.94,127.97,609.75,610.49,611.91,89.823,89.8249,89.8239
2023-01-02 03:27:32,0.31,0.307,0.309,647.891,677.743,665.907,124.08,129.96,127.98,609.59,610.37,611.74,89.8221,89.824,89.823
2023-01-02 03:24:32,0.309,0.306,0.307,647.817,677.669,665.834,124.13,130.0,128.0,609.9,610.64,611.94,89.8227,89.8247,89.8239
2023-01-02 03:21:32,0.31,0.306,0.308,647.71,677.558,665.723,124.04,129.91,127.95,609.56,610.31,611.78,89.8221,89.8244,89.8234
2023-01-02 03:18:32,0.308,0.305,0.306,648.03,677.897,666.054,124.19,130.08,128.1,610.03,610.8,612.22,89.8234,89.8255,89.8247
2023-01-02 03:15:32,0.309,0.305,0.307,647.888,677.746,665.907,124.15,130.04,128.06,609.95,610.72,612.14,89.823,89.8253,89.8244
2023-01-02 03:12:32,0.305,0.302,0.303,647.681,677.535,665.698,124.12,130.01,128.03,610.02,610.79,612.2,89.8251,89.8272,89.8265
2023-01-02 03:09:32,0.317,0.313,0.315,647.573,677.417,665.581,123.99,129.86,127.89,609.48,610.21,611.64,89.8182,89.8207,89.8195
2023-01-02 03:06:32,0.31,0.306,0.308,648.088,677.954,666.11,124.17,130.06,128.08,609.89,610.63,612.07,89.8223,89.8246,89.8236
2023-01-02 03:03:32,0.31,0.306,0.307,648.029,677.895,666.05,124.21,130.11,128.12,610.14,610.96,612.29,89.8226,89.8249,89.824
2023-01-02 03:00:32,0.306,0.302,0.304,647.528,677.372,665.535,124.01,129.91,127.9,609.63,610.46,611.71,89.8246,89.8269,89.8258
2023-01-02 02:57:32,0.31,0.306,0.308,647.98,677.846,666.0,124.14,130.02,128.04,609.83,610.57,611.95,89.8224,89.8246,89.8237
2023-01-02 02:54:32,0.309,0.305,0.306,648.103,677.98,666.129,124.18,130.07,128.07,609.89,610.68,611.96,89.8232,89.8251,89.8245
2023-01-02 02:51:32,0.304,0.3,0.301,647.827,677.694,665.847,124.07,129.95,127.93,609.59,610.36,611.59,89.826,89.8279,89.8274
2023-01-02 02:48:32,0.309,0.305,0.307,647.43,677.273,665.434,124.0,129.88,127.9,609.64,610.44,611.8,89.8231,89.8254,89.8241
2023-01-02 02:45:32,0.309,0.305,0.307,647.962,677.834,665.983,124.13,130.03,128.02,609.79,610.6,611.89,89.8229,89.825,89.8241
2023-01-02 02:42:32,0.31,0.306,0.308,647.801,677.666,665.818,124.06,129.95,127.96,609.58,610.38,611.72,89.8225,89.8246,89.8235
2023-01-02 02:39:32,0.309,0.305,0.307,648.109,677.988,666.134,124.18,130.08,128.08,609.91,610.71,612.03,89.8232,89.8255,89.8242
2023-01-02 02:36:32,0.309,0.306,0.308,647.902,677.778,665.927,124.11,130.01,128.02,609.77,610.57,611.91,89.8227,89.8249,89.8238
2023-01-02 02:33:32,0.31,0.305,0.308,647.99,677.869,666.016,124.13,130.03,128.04,609.78,610.61,611.94,89.8225,89.825,89.8237
2023-01-02 02:30:32,0.31,0.306,0.308,648.147,678.037,666.177,124.11,130.02,128.02,609.54,610.38,611.7,89.8225,89.8248,89.8237
2023-01-02 02:27:32,0.31,0.305,0.308,647.943,677.82,665.964,124.09,129.97,127.97,609.6,610.37,611.64,89.8224,89.825,89.8234
2023-01-02 02:24:32,0.308,0.304,0.306,648.169,678.056,666.195,124.18,130.07,128.07,609.85,610.6,611.92,89.8233,89.8259,89.8244
2023-01-02 02:21:32,0.303,0.298,0.302,647.583,677.439,665.59,124.06,129.93,127.95,609.8,610.52,611.91,89.8262,89.8291,89.8271
2023-01-02 02:18:32,0.309,0.304,0.307,647.328,677.171,665.325,123.9,129.79,127.81,609.27,610.09,611.47,89.8232,89.826,89.8239
2023-01-02 02:15:32,0.31,0.306,0.309,647.8,677.673,665.816,124.04,129.92,127.93,609.48,610.24,611.59,89.8222,89.8248,89.8232
2023-01-02 02:12:32,0.31,0.306,0.308,647.311,677.168,665.316,123.9,129.77,127.78,609.27,610.02,611.35,89.8222,89.8248,89.8233
2023-01-02 02:09:32,0.309,0.305,0.307,647.994,677.883,666.016,124.09,129.98,127.99,609.54,610.34,611.69,89.8228,89.8252,89.8239
