时间,A相,B相,C相,A相.1,B相.1,C相.1,A相.2,B相.2,C相.2,A相.3,B相.3,C相.3,A相.4,B相.4,C相.4
2023-01-18 02:22:07,0.314,0.316,0.318,647.246,677.033,665.165,122.76,128.66,126.75,603.72,604.91,606.54,89.82,89.8189,89.8176
2023-01-18 02:19:07,0.31,0.312,0.314,647.141,676.925,665.058,122.69,128.6,126.71,603.5,604.72,606.46,89.8225,89.8214,89.8202
2023-01-18 02:16:07,0.311,0.313,0.316,647.356,677.146,665.277,122.8,128.69,126.8,603.82,604.94,606.67,89.8216,89.8204,89.8192
2023-01-18 02:13:07,0.314,0.316,0.318,646.965,676.742,664.878,122.7,128.58,126.69,603.7,604.79,606.52,89.8202,89.819,89.8179
2023-01-18 02:10:07,0.307,0.309,0.311,647.346,677.136,665.266,122.83,128.7,126.78,603.96,604.98,606.61,89.8242,89.8229,89.8215
2023-01-18 02:07:07,0.309,0.311,0.314,647.205,676.99,665.121,122.8,128.68,126.77,603.95,605.02,606.7,89.8228,89.8217,89.8203
2023-01-18 02:04:07,0.312,0.314,0.317,647.337,677.126,665.255,122.8,128.67,126.77,603.81,604.85,606.55,89.8212,89.8203,89.8186
2023-01-18 02:01:07,0.312,0.314,0.316,647.799,677.615,665.737,122.97,128.86,126.95,604.25,605.33,607.01,89.8213,89.8199,89.8188
2023-01-18 01:58:07,0.313,0.315,0.318,647.688,677.503,665.623,122.84,128.73,126.81,603.71,604.81,606.44,89.8205,89.8194,89.8181
2023-01-18 01:55:07,0.312,0.314,0.316,647.804,677.622,665.742,122.95,128.84,126.91,604.11,605.23,606.8,89.8213,89.8199,89.8188
2023-01-18 01:52:07,0.31,0.312,0.315,647.115,676.898,665.029,122.75,128.64,126.73,603.82,604.93,606.6,89.8224,89.8214,89.8197
2023-01-18 01:49:07,0.318,0.32,0.323,647.294,677.09,665.216,122.72,128.6,126.7,603.46,604.55,606.24,89.8178,89.8164,89.8152
2023-01-18 01:46:07,0.311,0.313,0.316,647.714,677.523,665.646,122.86,128.72,126.82,603.75,604.75,606.45,89.8217,89.8207,89.819
2023-01-18 01:43:07,0.314,0.316,0.318,647.593,677.411,665.528,122.79,128.67,126.77,603.54,604.61,606.3,89.8203,89.8187,89.8178
