时间,A相,B相,C相,A相.1,B相.1,C相.1,A相.2,B相.2,C相.2,A相.3,B相.3,C相.3,A相.4,B相.4,C相.4
2023-01-02 19:09:34,0.259,0.327,0.298,647.686,677.386,666.038,123.26,129.18,127.24,605.77,607.05,608.09,89.8514,89.8125,89.8294
2023-01-02 19:06:34,0.26,0.328,0.299,647.658,677.354,666.008,123.41,129.32,127.39,606.52,607.7,608.87,89.8509,89.8119,89.8288
2023-01-02 19:03:34,0.259,0.327,0.297,647.247,676.926,665.584,123.26,129.16,127.24,606.17,607.34,608.5,89.8517,89.8129,89.8296
2023-01-02 19:00:34,0.258,0.326,0.297,647.25,676.931,665.589,123.24,129.12,127.19,606.07,607.16,608.28,89.8521,89.813,89.8299
2023-01-02 18:57:34,0.257,0.325,0.295,647.888,677.6,666.249,123.38,129.31,127.4,606.16,607.47,608.67,89.8529,89.8137,89.8307
2023-01-02 18:54:34,0.266,0.334,0.304,647.534,677.236,665.888,123.16,129.09,127.17,605.41,606.74,607.89,89.8477,89.8087,89.8257
2023-01-02 18:51:34,0.259,0.327,0.297,647.751,677.463,666.111,123.25,129.18,127.26,605.68,606.97,608.14,89.8518,89.8127,89.8296
2023-01-02 18:48:34,0.257,0.326,0.296,647.323,677.017,665.67,123.16,129.11,127.18,605.63,607.03,608.13,89.8527,89.8134,89.8305
2023-01-02 18:45:34,0.258,0.327,0.296,648.071,677.801,666.443,123.29,129.23,127.3,605.55,606.87,608.02,89.8522,89.8128,89.8303
2023-01-02 18:42:34,0.271,0.339,0.309,647.369,677.067,665.72,123.09,129.03,127.11,605.26,606.61,607.76,89.845,89.8057,89.823
2023-01-02 18:39:34,0.266,0.334,0.305,647.249,676.938,665.594,123.21,129.11,127.22,605.95,607.12,608.39,89.8475,89.8084,89.8255
2023-01-02 18:36:34,0.257,0.326,0.296,647.321,677.016,665.669,123.18,129.09,127.18,605.72,606.93,608.17,89.8525,89.8135,89.8306
2023-01-02 18:33:34,0.256,0.324,0.295,647.352,677.044,665.699,123.23,129.15,127.22,605.94,607.18,608.32,89.8533,89.8141,89.8312
2023-01-02 18:30:34,0.258,0.327,0.297,647.287,676.981,665.634,123.06,129.01,127.07,605.17,606.57,607.67,89.8521,89.8127,89.83
2023-01-02 18:27:34,0.256,0.324,0.295,647.315,677.005,665.66,123.15,129.06,127.14,605.59,606.81,607.96,89.8534,89.8143,89.8312
2023-01-02 18:24:34,0.258,0.327,0.297,647.267,676.956,665.61,123.12,129.04,127.11,605.49,606.76,607.89,89.8521,89.8129,89.83
2023-01-02 18:21:34,0.257,0.326,0.295,648.053,677.782,666.423,123.33,129.23,127.32,605.75,606.9,608.12,89.8528,89.8133,89.8308
2023-01-02 18:18:34,0.257,0.326,0.295,647.8,677.522,666.164,123.22,129.12,127.22,605.46,606.64,607.89,89.8527,89.8132,89.8308
2023-01-02 18:15:34,0.254,0.323,0.293,647.798,677.522,666.162,123.14,129.07,127.13,605.06,606.37,607.46,89.8542,89.8147,89.8323
2023-01-02 18:12:34,0.257,0.325,0.295,648.102,677.834,666.471,123.35,129.23,127.34,605.8,606.88,608.19,89.853,89.8137,89.831
2023-01-02 18:09:34,0.257,0.325,0.295,647.252,676.947,665.596,123.06,128.98,127.08,605.19,606.49,607.72,89.8528,89.8137,89.8308
2023-01-02 18:06:33,0.255,0.323,0.293,647.413,677.114,665.761,123.13,129.03,127.12,605.39,606.56,607.76,89.8539,89.8147,89.8318
2023-01-02 18:03:33,0.257,0.326,0.296,647.252,676.943,665.594,123.1,129.02,127.08,605.41,606.68,607.73,89.8526,89.8134,89.8305
