时间,A相,B相,C相,A相.1,B相.1,C相.1,A相.2,B相.2,C相.2,A相.3,B相.3,C相.3,A相.4,B相.4,C相.4
2023-01-05 19:09:40,0.29,0.331,0.302,647.377,677.2,665.702,122.87,128.8,126.9,604.14,605.4,606.77,89.834,89.8101,89.8271
2023-01-05 19:06:40,0.283,0.324,0.295,647.38,677.205,665.706,122.88,128.79,126.89,604.19,605.36,606.72,89.838,89.8142,89.8312
2023-01-05 19:03:40,0.285,0.327,0.297,647.352,677.173,665.675,122.88,128.81,126.92,604.2,605.47,606.88,89.8365,89.8128,89.8298
2023-01-05 19:00:40,0.286,0.327,0.297,647.309,677.137,665.635,122.76,128.69,126.82,603.68,604.97,606.44,89.8363,89.8124,89.8298
2023-01-05 18:57:40,0.284,0.326,0.295,648.048,677.919,666.405,122.92,128.87,126.99,603.76,605.08,606.59,89.8374,89.813,89.8311
2023-01-05 18:54:40,0.284,0.326,0.295,647.928,677.795,666.281,122.87,128.84,126.95,603.61,605.04,606.5,89.8375,89.8131,89.8311
2023-01-05 18:51:40,0.284,0.326,0.295,647.281,677.113,665.61,122.81,128.75,126.89,603.94,605.24,606.84,89.8375,89.8134,89.8308
2023-01-05 18:48:40,0.28,0.322,0.291,647.543,677.389,665.879,122.88,128.82,126.92,604.03,605.32,606.73,89.8398,89.8156,89.8332
2023-01-05 18:45:40,0.285,0.328,0.297,647.522,677.373,665.86,122.74,128.66,126.78,603.36,604.6,606.04,89.8365,89.8121,89.83
2023-01-05 18:42:40,0.284,0.327,0.296,647.707,677.569,666.052,122.79,128.73,126.82,603.44,604.77,606.09,89.837,89.8125,89.8305
2023-01-05 18:39:40,0.279,0.322,0.29,647.709,677.581,666.059,122.82,128.74,126.83,603.58,604.79,606.13,89.8402,89.8153,89.8339
2023-01-05 18:36:40,0.283,0.327,0.293,647.876,677.759,666.234,122.84,128.74,126.87,603.54,604.61,606.16,89.838,89.8129,89.8319
2023-01-05 18:33:40,0.282,0.326,0.293,647.905,677.792,666.263,122.81,128.74,126.87,603.33,604.61,606.13,89.8383,89.8134,89.8321
2023-01-05 18:30:40,0.289,0.332,0.3,647.518,677.385,665.86,122.74,128.67,126.77,603.35,604.64,606.0,89.8347,89.8096,89.8281
2023-01-05 18:27:40,0.283,0.326,0.294,648.098,677.989,666.457,122.92,128.88,126.97,603.73,605.07,606.42,89.8381,89.8129,89.8318
2023-01-05 18:24:40,0.282,0.325,0.293,647.966,677.851,666.321,122.89,128.85,126.97,603.67,605.08,606.53,89.8387,89.8135,89.8323
2023-01-05 18:21:40,0.283,0.327,0.294,648.068,677.96,666.428,122.87,128.81,126.91,603.49,604.77,606.15,89.8378,89.8125,89.8315
2023-01-05 18:18:40,0.287,0.331,0.298,647.496,677.362,665.837,122.83,128.73,126.86,603.83,604.95,606.47,89.8354,89.8102,89.8291
2023-01-05 18:15:40,0.283,0.326,0.294,648.096,677.988,666.455,122.86,128.8,126.9,603.42,604.71,606.08,89.8381,89.813,89.8317
2023-01-05 18:12:40,0.284,0.328,0.295,647.932,677.82,666.288,122.81,128.73,126.86,603.34,604.5,606.05,89.8374,89.8121,89.8311
2023-01-05 18:09:40,0.282,0.326,0.293,648.044,677.939,666.404,122.88,128.79,126.92,603.59,604.72,606.22,89.8386,89.8131,89.8324
2023-01-05 18:06:40,0.28,0.324,0.291,647.549,677.42,665.893,122.79,128.69,126.82,603.6,604.68,606.21,89.8398,89.8142,89.8335
2023-01-05 18:03:40,0.283,0.328,0.295,647.419,677.283,665.757,122.77,128.72,126.84,603.62,604.95,606.44,89.8377,89.812,89.8311
2023-01-05 18:00:40,0.282,0.327,0.294,647.306,677.163,665.64,122.73,128.67,126.77,603.53,604.84,606.23,89.8384,89.8128,89.8318
2023-01-05 17:57:40,0.282,0.327,0.293,647.963,677.849,666.316,122.87,128.79,126.9,603.6,604.78,606.22,89.8386,89.8128,89.832
2023-01-05 17:54:40,0.281,0.326,0.292,647.388,677.249,665.722,122.72,128.65,126.77,603.39,604.66,606.12,89.8391,89.8133,89.8325
2023-01-05 17:51:40,0.282,0.327,0.293,647.964,677.853,666.317,122.8,128.73,126.85,603.27,604.51,605.97,89.8383,89.8128,89.832
2023-01-05 17:48:40,0.283,0.328,0.294,647.867,677.752,666.217,122.71,128.64,126.75,602.9,604.17,605.59,89.838,89.8123,89.8317
2023-01-05 17:45:40,0.282,0.327,0.293,648.117,678.009,666.472,122.81,128.7,126.84,603.18,604.22,605.81,89.8384,89.8129,89.832
2023-01-05 17:42:40,0.282,0.327,0.294,647.892,677.779,666.244,122.71,128.59,126.71,602.88,603.92,605.4,89.8382,89.8125,89.8318
2023-01-05 17:39:40,0.281,0.326,0.293,648.108,677.999,666.461,122.8,128.72,126.86,603.1,604.31,605.91,89.8388,89.8133,89.8323
2023-01-05 17:36:40,0.28,0.324,0.292,647.412,677.268,665.742,122.66,128.57,126.68,603.05,604.27,605.68,89.8398,89.8144,89.833
2023-01-05 17:33:40,0.281,0.326,0.293,648.15,678.036,666.5,122.81,128.72,126.86,603.13,604.27,605.86,89.8387,89.8133,89.8321
2023-01-05 17:30:40,0.279,0.323,0.291,647.413,677.265,665.738,122.61,128.53,126.64,602.83,604.08,605.52,89.8402,89.815,89.8335
2023-01-05 17:27:40,0.282,0.326,0.293,647.86,677.734,666.201,122.74,128.64,126.79,603.04,604.18,605.79,89.8386,89.8132,89.8319
2023-01-05 17:24:40,0.282,0.326,0.294,647.872,677.743,666.211,122.77,128.68,126.8,603.18,604.37,605.82,89.8384,89.813,89.8315
2023-01-05 17:21:40,0.281,0.326,0.294,648.033,677.916,666.376,122.81,128.72,126.83,603.21,604.4,605.82,89.8391,89.8132,89.8317
2023-01-05 17:18:40,0.281,0.326,0.294,648.131,678.015,666.478,122.79,128.69,126.82,603.05,604.15,605.71,89.8388,89.813,89.8318
2023-01-05 17:15:40,0.281,0.327,0.293,648.14,678.031,666.489,122.66,128.55,126.62,602.38,603.48,604.75,89.8388,89.8128,89.832
2023-01-05 17:12:40,0.279,0.323,0.291,647.451,677.297,665.773,122.6,128.48,126.63,602.74,603.83,605.4,89.8403,89.8147,89.8333
2023-01-05 17:09:40,0.281,0.326,0.293,647.847,677.712,666.182,122.73,128.63,126.72,603.0,604.14,605.49,89.839,89.8133,89.832
2023-01-05 17:06:40,0.281,0.325,0.293,647.301,677.139,665.619,122.6,128.52,126.62,602.88,604.15,605.53,89.8393,89.8136,89.8322
2023-01-05 17:03:40,0.28,0.324,0.293,647.603,677.447,665.925,122.74,128.65,126.74,603.3,604.49,605.82,89.8395,89.8141,89.8323
2023-01-05 17:00:40,0.28,0.325,0.293,647.276,677.099,665.585,122.72,128.6,126.7,603.48,604.57,605.92,89.8394,89.814,89.832
