时间,A相,B相,C相,A相.1,B相.1,C相.1,A相.2,B相.2,C相.2,A相.3,B相.3,C相.3,A相.4,B相.4,C相.4
2023-01-13 21:33:58,0.299,0.322,0.316,648.574,678.214,666.68,123.91,129.88,127.84,608.13,609.59,610.36,89.8287,89.8153,89.819
2023-01-13 21:30:58,0.298,0.321,0.315,648.534,678.174,666.645,123.9,129.89,127.81,608.13,609.65,610.27,89.8293,89.816,89.8194
2023-01-13 21:27:58,0.301,0.325,0.317,648.357,677.998,666.47,123.77,129.77,127.69,607.66,609.27,609.86,89.8278,89.814,89.8183
2023-01-13 21:24:58,0.301,0.325,0.318,648.054,677.685,666.16,123.64,129.65,127.58,607.3,608.98,609.62,89.8274,89.8139,89.8181
2023-01-13 21:21:58,0.281,0.331,0.312,648.509,678.059,666.747,123.86,129.84,127.8,607.95,609.53,610.14,89.8392,89.8104,89.821
2023-01-13 21:18:58,0.282,0.332,0.313,648.596,678.143,666.831,123.84,129.84,127.74,607.74,609.45,609.76,89.8387,89.81,89.8205
2023-01-13 21:15:58,0.283,0.332,0.314,648.644,678.196,666.881,123.87,129.89,127.83,607.85,609.65,610.13,89.8378,89.8096,89.8203
2023-01-13 21:12:58,0.281,0.33,0.312,647.939,677.452,666.153,123.72,129.72,127.66,607.8,609.49,609.99,89.8393,89.8108,89.8212
2023-01-13 21:09:58,0.281,0.331,0.313,648.62,678.165,666.852,123.83,129.86,127.8,607.68,609.52,610.02,89.8387,89.8103,89.8207
2023-01-13 21:06:58,0.282,0.33,0.313,647.948,677.456,666.157,123.66,129.68,127.61,607.48,609.3,609.78,89.8385,89.811,89.8209
2023-01-13 21:03:58,0.284,0.333,0.315,647.897,677.413,666.11,123.53,129.57,127.51,606.89,608.82,609.33,89.837,89.8093,89.8197
2023-01-13 21:00:58,0.293,0.341,0.322,648.108,677.644,666.331,123.52,129.58,127.47,606.66,608.67,608.94,89.8321,89.8044,89.8152
