时间,A相,B相,C相,A相.1,B相.1,C相.1,A相.2,B相.2,C相.2,A相.3,B相.3,C相.3,A相.4,B相.4,C相.4
2023-01-04 14:21:37,0.278,0.313,0.301,647.741,677.451,665.907,123.13,128.98,127.05,605.09,606.03,607.33,89.8409,89.8206,89.8277
2023-01-04 14:18:37,0.274,0.309,0.298,647.294,676.972,665.442,123.12,128.97,127.03,605.43,606.42,607.63,89.8428,89.8227,89.8294
2023-01-04 14:15:37,0.275,0.309,0.299,647.248,676.911,665.386,123.2,129.03,127.08,605.87,606.75,607.92,89.8424,89.8228,89.8288
2023-01-04 14:12:37,0.274,0.308,0.297,647.321,676.988,665.462,123.17,129.03,127.07,605.66,606.67,607.8,89.8432,89.8233,89.8296
2023-01-04 14:09:37,0.274,0.309,0.298,647.32,676.983,665.459,123.25,129.09,127.17,606.07,606.95,608.3,89.8428,89.823,89.8292
2023-01-04 14:06:37,0.275,0.31,0.299,647.258,676.917,665.398,123.22,129.05,127.11,605.96,606.85,608.09,89.8423,89.8223,89.8287
2023-01-04 14:03:37,0.276,0.311,0.299,647.508,677.182,665.656,123.21,129.05,127.12,605.67,606.6,607.9,89.8419,89.8219,89.8285
2023-01-04 14:00:37,0.277,0.311,0.3,647.442,677.111,665.588,123.25,129.09,127.13,605.96,606.86,608.0,89.8416,89.8217,89.8282
2023-01-04 13:57:37,0.275,0.31,0.299,647.896,677.579,666.053,123.32,129.2,127.24,605.88,606.93,608.09,89.8423,89.8226,89.8288
2023-01-04 13:54:37,0.273,0.308,0.297,647.328,676.986,665.469,123.13,128.98,127.01,605.48,606.43,607.51,89.8435,89.8238,89.8301
2023-01-04 13:51:37,0.276,0.31,0.299,647.267,676.919,665.404,123.11,128.99,127.05,605.42,606.54,607.76,89.8419,89.8225,89.8288
2023-01-04 13:48:37,0.273,0.307,0.296,647.363,677.004,665.496,123.26,129.14,127.19,606.1,607.2,608.38,89.8436,89.8244,89.8302
2023-01-04 13:45:37,0.275,0.309,0.298,647.278,676.92,665.413,123.16,129.01,127.08,605.64,606.63,607.89,89.8425,89.8231,89.8294
2023-01-04 13:42:37,0.275,0.309,0.298,648.077,677.754,666.236,123.41,129.21,127.29,606.12,606.86,608.18,89.8427,89.8231,89.8295
