时间,A相,B相,C相,A相.1,B相.1,C相.1,A相.2,B相.2,C相.2,A相.3,B相.3,C相.3,A相.4,B相.4,C相.4
2023-01-25 07:10:22,0.317,0.332,0.339,646.281,675.197,663.932,123.12,128.86,126.88,606.39,607.47,608.29,89.8182,89.8098,89.8056
2023-01-25 07:07:22,0.322,0.337,0.344,646.037,674.945,663.684,123.06,128.82,126.82,606.32,607.54,608.27,89.8156,89.8071,89.8029
2023-01-25 07:04:22,0.321,0.335,0.343,646.021,674.926,663.665,123.08,128.82,126.85,606.44,607.56,608.42,89.8163,89.8079,89.8037
2023-01-25 07:01:22,0.319,0.334,0.342,646.12,675.025,663.764,123.1,128.89,126.88,606.46,607.78,608.46,89.817,89.8088,89.8043
2023-01-25 06:58:22,0.32,0.334,0.342,646.082,674.984,663.724,123.12,128.86,126.9,606.61,607.68,608.6,89.8168,89.8085,89.804
2023-01-25 06:55:22,0.319,0.333,0.341,646.143,675.05,663.787,123.08,128.82,126.82,606.31,607.45,608.16,89.8173,89.8091,89.8046
2023-01-25 06:52:22,0.321,0.335,0.343,646.053,674.958,663.695,123.08,128.82,126.89,606.39,607.49,608.56,89.8163,89.8082,89.8037
2023-01-25 06:49:22,0.321,0.335,0.343,646.791,675.728,664.452,123.25,129.03,127.05,606.56,607.79,608.64,89.8163,89.808,89.8036
2023-01-25 06:46:22,0.325,0.339,0.347,646.223,675.13,663.865,123.13,128.85,126.87,606.49,607.51,608.31,89.8138,89.8057,89.801
2023-01-25 06:43:22,0.321,0.335,0.343,646.634,675.557,664.286,123.21,128.92,126.97,606.49,607.46,608.39,89.8163,89.8082,89.8033
2023-01-25 06:40:22,0.319,0.333,0.342,646.862,675.795,664.519,123.3,129.05,127.09,606.73,607.82,608.76,89.8171,89.8091,89.8041
2023-01-25 06:37:22,0.318,0.332,0.341,646.292,675.2,663.934,123.12,128.84,126.91,606.4,607.39,608.43,89.8176,89.8098,89.8045
2023-01-25 06:34:22,0.32,0.334,0.343,646.783,675.716,664.441,123.27,129.01,127.03,606.66,607.75,608.53,89.8166,89.8083,89.8034
2023-01-25 06:31:22,0.315,0.329,0.338,646.401,675.315,664.048,123.11,128.83,126.87,606.26,607.25,608.14,89.8193,89.8114,89.8061
2023-01-25 06:28:22,0.319,0.333,0.341,646.521,675.443,664.174,123.12,128.86,126.9,606.17,607.27,608.17,89.8175,89.8094,89.8043
2023-01-25 06:25:22,0.32,0.334,0.343,646.544,675.466,664.196,123.05,128.81,126.86,605.81,607.03,607.97,89.8166,89.8085,89.8034
2023-01-25 06:22:22,0.318,0.332,0.342,646.939,675.878,664.6,123.25,129.0,127.07,606.42,607.53,608.61,89.8177,89.8096,89.8042
2023-01-25 06:19:22,0.318,0.331,0.341,646.956,675.886,664.612,123.26,129.0,127.08,606.44,607.53,608.62,89.8181,89.8101,89.8043
2023-01-25 06:16:22,0.326,0.339,0.349,646.158,675.056,663.794,122.98,128.68,126.75,605.84,606.79,607.79,89.8134,89.8055,89.7998
2023-01-25 06:13:22,0.317,0.331,0.341,646.112,675.01,663.749,123.0,128.72,126.77,605.97,607.0,607.96,89.8183,89.8105,89.8047
2023-01-25 06:10:22,0.318,0.332,0.341,646.898,675.833,664.557,123.18,128.93,126.97,606.13,607.24,608.15,89.8178,89.8098,89.8044
2023-01-25 06:07:22,0.317,0.331,0.341,646.76,675.688,664.415,123.19,128.92,126.99,606.28,607.32,608.36,89.8182,89.8103,89.8048
2023-01-25 06:04:22,0.317,0.33,0.34,646.946,675.878,664.603,123.19,128.96,127.0,606.1,607.35,608.28,89.8185,89.8108,89.8051
2023-01-25 06:01:22,0.317,0.331,0.341,646.939,675.872,664.597,123.15,128.92,126.95,605.92,607.18,608.05,89.8182,89.8104,89.8046
2023-01-25 05:58:22,0.317,0.33,0.34,646.146,675.044,663.783,122.96,128.69,126.73,605.73,606.81,607.71,89.8185,89.8111,89.8051
2023-01-25 05:55:22,0.319,0.331,0.342,646.114,675.005,663.746,122.94,128.65,126.69,605.66,606.69,607.56,89.8174,89.8102,89.8039
2023-01-25 05:52:22,0.316,0.328,0.34,646.156,675.044,663.785,122.91,128.66,126.7,605.49,606.68,607.58,89.8191,89.8123,89.8055
2023-01-25 05:49:22,0.317,0.329,0.341,646.098,674.979,663.721,122.9,128.64,126.7,605.47,606.67,607.63,89.8183,89.8114,89.8045
2023-01-25 05:46:22,0.314,0.326,0.338,646.234,675.123,663.863,122.81,128.56,126.62,604.93,606.14,607.13,89.82,89.813,89.8062
2023-01-25 05:43:22,0.319,0.331,0.344,646.531,675.431,664.167,122.85,128.59,126.67,604.81,606.02,607.07,89.817,89.8101,89.8032
2023-01-25 05:40:22,0.316,0.328,0.34,646.229,675.114,663.857,122.89,128.65,126.67,605.29,606.57,607.38,89.819,89.8122,89.8051
2023-01-25 05:37:22,0.316,0.327,0.34,646.168,675.051,663.793,122.87,128.58,126.65,605.29,606.32,607.35,89.8191,89.8124,89.8053
2023-01-25 05:34:22,0.318,0.33,0.342,646.167,675.055,663.796,122.84,128.56,126.63,605.12,606.21,607.22,89.8178,89.811,89.8041
2023-01-25 05:31:22,0.316,0.328,0.34,646.886,675.808,664.535,122.98,128.74,126.79,605.14,606.38,607.33,89.8191,89.8121,89.8052
2023-01-25 05:28:22,0.318,0.33,0.342,646.799,675.719,664.447,122.91,128.65,126.72,604.86,606.04,607.05,89.8177,89.8109,89.8038
2023-01-25 05:25:22,0.321,0.333,0.345,646.232,675.128,663.866,122.82,128.53,126.59,604.98,606.0,606.97,89.8159,89.8091,89.8021
2023-01-25 05:22:22,0.316,0.328,0.34,646.683,675.595,664.326,122.97,128.69,126.74,605.26,606.35,607.29,89.819,89.8123,89.8051
2023-01-25 05:19:22,0.325,0.337,0.349,646.152,675.044,663.784,122.73,128.42,126.51,604.58,605.56,606.68,89.8137,89.807,89.7999
