时间,A相,B相,C相,A相.1,B相.1,C相.1,A相.2,B相.2,C相.2,A相.3,B相.3,C相.3,A相.4,B相.4,C相.4
2023-01-18 23:58:09,0.303,0.299,0.31,647.13,676.88,664.957,122.85,128.76,126.7,604.28,605.49,606.48,89.8263,89.8285,89.8226
2023-01-18 23:55:09,0.299,0.295,0.306,647.383,677.141,665.217,122.91,128.84,126.77,604.33,605.65,606.58,89.8287,89.8309,89.8248
2023-01-18 23:52:09,0.304,0.3,0.311,647.54,677.304,665.378,122.93,128.86,126.77,604.27,605.58,606.48,89.8258,89.8279,89.8218
2023-01-18 23:49:09,0.303,0.3,0.31,647.867,677.652,665.719,123.04,128.96,126.9,604.53,605.74,606.78,89.8262,89.828,89.8222
2023-01-18 23:46:09,0.303,0.3,0.31,647.901,677.687,665.754,123.04,128.98,126.89,604.49,605.8,606.71,89.8262,89.8279,89.8221
2023-01-18 23:43:09,0.305,0.303,0.312,647.511,677.284,665.356,122.93,128.85,126.77,604.29,605.55,606.48,89.8251,89.8265,89.8212
2023-01-18 23:40:09,0.299,0.296,0.306,647.409,677.174,665.249,122.94,128.85,126.8,604.44,605.65,606.69,89.8288,89.8304,89.8248
2023-01-18 23:37:09,0.303,0.301,0.31,647.964,677.758,665.823,123.09,129.04,126.99,604.7,606.04,607.08,89.8262,89.8276,89.8222
2023-01-18 23:34:09,0.303,0.301,0.31,648.01,677.806,665.872,123.13,129.07,126.95,604.82,606.12,606.89,89.8262,89.8276,89.8224
2023-01-18 23:31:09,0.304,0.301,0.31,647.95,677.748,665.813,123.07,129.0,126.93,604.57,605.84,606.82,89.826,89.8273,89.8224
2023-01-18 23:28:09,0.303,0.301,0.31,647.988,677.788,665.852,123.06,129.01,126.93,604.52,605.88,606.77,89.8262,89.8273,89.8224
2023-01-18 23:25:09,0.304,0.301,0.31,647.955,677.75,665.816,123.04,128.95,126.9,604.42,605.65,606.67,89.8261,89.8274,89.8222
2023-01-18 23:22:09,0.303,0.3,0.309,647.916,677.707,665.774,123.06,128.96,126.89,604.6,605.72,606.65,89.8266,89.828,89.8227
2023-01-18 23:19:09,0.302,0.299,0.309,648.0,677.786,665.857,123.12,129.06,126.99,604.8,606.1,607.06,89.8269,89.8285,89.8229
2023-01-18 23:16:09,0.305,0.302,0.312,647.182,676.936,665.018,122.91,128.8,126.76,604.53,605.66,606.73,89.8254,89.8268,89.8214
2023-01-18 23:13:09,0.304,0.302,0.31,647.309,677.076,665.153,122.86,128.74,126.71,604.17,605.25,606.37,89.826,89.8272,89.8222
2023-01-18 23:10:09,0.303,0.302,0.31,647.975,677.777,665.841,123.02,128.93,126.87,604.33,605.5,606.49,89.8262,89.827,89.8224
2023-01-18 23:07:09,0.303,0.302,0.31,647.996,677.795,665.86,122.99,128.89,126.84,604.17,605.3,606.34,89.8263,89.8272,89.8225
2023-01-18 23:04:09,0.304,0.303,0.31,647.989,677.798,665.859,122.99,128.94,126.88,604.16,605.53,606.56,89.826,89.8266,89.8224
2023-01-18 23:01:09,0.303,0.302,0.31,647.979,677.782,665.845,123.03,128.95,126.9,604.36,605.61,606.64,89.8263,89.827,89.8224
2023-01-18 22:58:09,0.282,0.306,0.309,647.533,677.305,665.398,122.9,128.81,126.74,604.13,605.35,606.3,89.8382,89.8249,89.8228
2023-01-18 22:55:09,0.285,0.306,0.306,647.111,676.781,665.044,122.92,128.82,126.74,604.64,605.88,606.62,89.8366,89.8246,89.8248
2023-01-18 22:52:09,0.286,0.307,0.306,647.945,677.656,665.906,123.2,129.12,127.05,605.25,606.5,607.31,89.8362,89.8241,89.8246
2023-01-18 22:49:09,0.279,0.3,0.299,647.516,677.211,665.466,122.99,128.91,126.86,604.62,605.92,606.78,89.8404,89.8283,89.8288
2023-01-18 22:46:09,0.287,0.309,0.307,647.88,677.595,665.843,123.12,129.04,127.0,604.91,606.2,607.12,89.8356,89.8232,89.8242
2023-01-18 22:43:09,0.288,0.31,0.307,647.503,677.208,665.459,123.06,128.98,126.92,604.93,606.26,607.09,89.8349,89.8222,89.8238
2023-01-18 22:40:09,0.293,0.315,0.313,647.402,677.104,665.356,123.01,128.93,126.87,604.81,606.12,606.94,89.8322,89.8196,89.8209
2023-01-18 22:37:09,0.287,0.309,0.306,647.894,677.623,665.866,123.13,129.06,127.01,604.93,606.23,607.13,89.8356,89.8228,89.8246
2023-01-18 22:34:09,0.287,0.309,0.306,647.884,677.617,665.857,123.12,129.02,126.95,604.88,606.06,606.88,89.8358,89.8227,89.8248
2023-01-18 22:31:09,0.292,0.314,0.311,647.096,676.793,665.044,123.05,128.98,126.94,605.29,606.6,607.58,89.8327,89.8199,89.8217
2023-01-18 22:28:09,0.288,0.311,0.307,647.109,676.823,665.065,122.91,128.84,126.85,604.57,605.95,607.14,89.8348,89.8216,89.8242
2023-01-18 22:25:09,0.288,0.311,0.307,647.906,677.658,665.886,123.08,129.01,126.96,604.68,606.01,606.89,89.835,89.8216,89.8243
2023-01-18 22:22:09,0.29,0.31,0.306,647.902,677.631,665.88,123.16,129.07,127.07,605.07,606.31,607.42,89.834,89.8227,89.8245
2023-01-18 22:19:09,0.289,0.31,0.306,647.935,677.669,665.918,123.36,129.3,127.25,606.03,607.32,608.25,89.8347,89.8226,89.8249
2023-01-18 22:16:09,0.289,0.31,0.305,647.92,677.664,665.909,123.26,129.19,127.15,605.56,606.82,607.79,89.8346,89.8223,89.825
2023-01-18 22:13:09,0.289,0.31,0.305,647.939,677.684,665.928,123.23,129.17,127.12,605.4,606.7,607.63,89.8346,89.8224,89.825
